age,gender,height_cm,weight_kg,target_weight_kg,goal,activity_level,dietary_preference,sleep_hours,stress_score,workout_freq,bmr,tdee,target_calories,target_protein,target_carbs,target_fat
23,male,171.8,69.3,55.0,weight_loss,sedentary,vegan,7.0,3,3,1656.2,1987.5,1462.7,156.6,117.7,40.6
23,female,171.3,81.0,91.0,muscle_gain,light,keto,7.1,5,4,1605.2,2207.2,2513.4,157.1,31.4,195.5
21,male,179.8,70.3,55.7,weight_loss,active,keto,6.3,6,1,1726.3,2977.8,2524.8,157.8,31.6,196.4
32,male,163.9,99.7,99.7,maintenance,active,keto,6.5,1,1,1865.9,3218.6,3392.0,212.0,42.4,263.8
23,female,160.3,67.4,75.7,muscle_gain,moderate,vegan,6.9,10,5,1400.1,2170.1,2545.4,142.2,335.1,70.7
36,male,192.1,75.5,75.5,maintenance,very_active,vegan,7.3,9,3,1780.7,3383.4,3302.4,122.5,472.0,102.7
18,male,170.2,77.5,83.1,muscle_gain,sedentary,keto,9.0,9,3,1753.8,2104.6,2586.7,161.7,32.3,201.2
24,male,177.8,77.8,84.3,muscle_gain,very_active,keto,5.7,3,6,1773.9,3370.4,3853.0,240.8,48.2,299.7
55,female,159.3,58.1,56.7,endurance,very_active,keto,8.6,3,3,1140.8,2167.5,2441.7,152.6,30.5,189.9
36,female,175.9,71.0,78.2,muscle_gain,active,vegan,7.3,8,6,1468.6,2533.4,2852.3,152.8,382.1,79.2
35,female,170.8,73.8,73.1,endurance,sedentary,vegan,7.0,5,6,1469.7,1763.7,1993.5,120.5,238.4,62.0
40,male,185.4,97.4,98.3,endurance,moderate,non_vegetarian,6.1,10,4,1937.0,3002.3,3264.6,172.9,414.6,101.6
28,male,177.2,94.9,99.2,muscle_gain,sedentary,vegetarian,7.0,7,6,1921.2,2305.5,2590.4,202.4,283.2,72.0
33,male,172.9,78.4,79.9,endurance,very_active,keto,8.1,1,6,1704.4,3238.3,3570.1,223.1,44.6,277.7
31,male,176.4,59.0,69.0,muscle_gain,very_active,vegan,6.8,3,4,1541.9,2929.7,3353.1,126.5,502.3,93.1
36,female,178.1,60.3,60.3,maintenance,moderate,keto,6.2,4,3,1375.5,2132.0,2146.0,134.1,26.8,166.9
32,female,174.0,62.9,70.8,muscle_gain,moderate,vegan,7.2,8,3,1395.3,2162.8,2533.8,138.8,336.2,70.4
36,female,164.3,58.6,58.6,maintenance,sedentary,keto,8.6,7,3,1272.3,1526.8,1535.7,96.0,19.2,119.4
40,male,167.8,79.9,79.9,maintenance,sedentary,vegan,5.8,8,6,1652.3,1982.7,1941.1,150.7,198.7,60.4
41,female,152.3,57.3,58.6,endurance,light,non_vegetarian,7.5,5,2,1159.0,1593.7,1814.0,96.3,230.3,56.4
45,male,175.5,70.2,77.9,muscle_gain,light,vegetarian,7.7,1,1,1579.0,2171.1,2663.4,151.6,347.8,74.0
18,female,147.6,69.3,69.3,maintenance,active,vegetarian,6.0,9,2,1364.4,2353.5,2318.1,125.0,292.3,72.1
19,female,168.0,66.9,67.9,endurance,active,non_vegetarian,6.5,1,1,1463.0,2523.7,2677.6,112.8,369.2,83.3
18,male,183.0,87.1,73.5,weight_loss,light,keto,6.1,1,4,1929.7,2653.3,2146.9,134.2,26.8,167.0
48,female,155.5,45.7,48.8,muscle_gain,moderate,vegetarian,5.9,6,3,1027.9,1593.2,1902.9,99.2,257.5,52.9
29,female,164.7,61.1,60.2,endurance,light,keto,8.3,6,2,1334.4,1834.9,2056.4,128.5,25.7,159.9
18,female,173.1,63.0,63.0,maintenance,light,vegetarian,8.3,10,6,1461.1,2009.0,2076.3,114.7,259.0,64.6
33,male,179.7,86.0,94.8,muscle_gain,very_active,keto,7.3,2,4,1822.6,3462.9,3864.2,241.5,48.3,300.5
36,male,186.6,80.8,86.1,muscle_gain,light,keto,6.4,5,4,1799.0,2473.6,2883.6,180.2,36.0,224.3
29,male,187.5,68.5,67.7,endurance,moderate,vegan,5.5,6,6,1717.3,2661.8,3016.5,124.5,418.6,93.8
29,male,164.6,79.8,73.1,weight_loss,sedentary,keto,6.9,9,6,1686.4,2023.7,1492.5,93.3,18.7,116.1
38,female,158.4,58.6,48.2,weight_loss,moderate,vegan,6.0,3,4,1225.7,1899.8,1320.4,121.1,126.4,36.7
25,female,146.0,45.0,46.0,endurance,very_active,keto,8.3,4,2,1076.6,2045.6,2296.8,143.6,28.7,178.6
37,male,179.4,64.5,62.8,endurance,very_active,vegan,5.7,9,5,1585.9,3013.2,3208.6,114.1,463.5,99.8
29,male,166.7,99.0,108.0,muscle_gain,light,vegan,7.9,10,4,1892.6,2602.3,3030.0,211.1,356.9,84.2
27,male,176.2,80.9,79.4,endurance,sedentary,keto,7.0,10,1,1780.5,2136.6,2193.5,137.1,27.4,170.6
27,female,158.2,52.0,52.0,maintenance,sedentary,keto,6.4,1,6,1212.7,1455.3,1443.0,90.2,18.0,112.2
47,male,181.1,70.0,62.9,weight_loss,sedentary,keto,5.7,1,1,1602.1,1922.5,1446.9,90.4,18.1,112.5
43,female,169.5,64.7,59.5,weight_loss,moderate,keto,6.0,7,3,1330.4,2062.1,1531.7,95.7,19.1,119.1
36,female,165.8,74.7,73.0,endurance,active,keto,8.9,9,2,1442.4,2488.1,2739.3,171.2,34.2,213.1
40,female,159.3,79.8,70.5,weight_loss,light,keto,8.0,4,1,1432.4,1969.6,1478.3,92.4,18.5,115.0
50,male,170.5,102.3,102.3,maintenance,active,keto,7.4,4,2,1843.6,3180.2,3199.0,199.9,40.0,248.8
23,female,159.6,60.2,60.2,maintenance,light,vegan,8.6,2,1,1323.1,1819.3,1842.5,99.7,232.0,57.3
35,female,159.0,63.7,59.9,weight_loss,light,non_vegetarian,7.1,1,2,1294.7,1780.3,1362.5,138.8,116.8,37.8
47,male,179.5,78.5,78.7,endurance,active,non_vegetarian,8.2,3,5,1677.1,2893.1,3104.2,143.4,415.3,96.6
36,female,155.8,60.9,67.9,muscle_gain,very_active,vegan,8.4,4,3,1242.1,2360.0,2574.4,135.9,346.8,71.5
33,male,181.2,71.2,76.1,muscle_gain,active,vegan,7.6,3,6,1684.7,2906.1,3409.9,154.3,485.1,94.7
18,female,152.7,66.7,68.5,endurance,sedentary,vegan,8.3,6,6,1370.6,1644.7,1902.7,120.2,222.3,59.2
46,female,159.8,76.9,76.4,endurance,light,vegan,7.2,4,3,1377.1,1893.5,2091.1,140.4,235.9,65.1
28,male,183.1,87.1,89.0,endurance,sedentary,keto,7.5,3,4,1880.5,2256.6,2340.4,146.3,29.3,182.0
44,male,187.0,69.2,69.2,maintenance,light,vegan,8.7,6,1,1646.4,2263.8,2290.7,124.1,288.1,71.3
34,male,178.1,70.3,59.2,weight_loss,moderate,keto,7.6,2,2,1651.0,2559.0,2017.5,126.1,25.2,156.9
29,male,185.4,85.6,84.8,endurance,light,vegan,6.2,4,6,1874.7,2577.8,2746.9,160.3,334.0,85.5
37,male,153.2,94.1,93.7,endurance,light,non_vegetarian,6.6,5,4,1718.4,2362.8,2429.0,157.3,279.9,75.6
26,female,155.2,48.5,48.5,maintenance,moderate,vegan,8.6,8,1,1163.4,1803.3,1866.1,82.8,253.0,58.1
25,female,165.4,63.4,63.4,maintenance,light,vegan,5.7,4,6,1382.3,1900.6,1927.8,107.4,239.5,60.0
30,male,165.7,91.9,85.4,weight_loss,moderate,keto,6.2,4,4,1810.3,2806.0,2271.8,142.0,28.4,176.7
18,male,172.6,99.0,98.0,endurance,very_active,vegan,8.9,8,4,1983.7,3769.0,4070.3,182.8,549.9,126.6
26,male,173.2,73.5,73.5,maintenance,light,non_vegetarian,7.2,9,6,1692.5,2327.2,2472.2,133.5,311.5,76.9
33,male,179.4,92.4,80.2,weight_loss,sedentary,vegetarian,8.4,4,1,1885.7,2262.9,1775.5,196.2,136.8,49.3
27,male,174.4,77.0,69.5,weight_loss,light,keto,7.7,10,4,1730.2,2379.0,1876.9,117.3,23.5,146.0
37,female,163.4,72.8,69.7,weight_loss,sedentary,keto,7.4,5,5,1402.9,1683.5,1200.0,75.0,15.0,93.3
30,female,149.0,75.0,62.3,weight_loss,very_active,keto,8.7,2,1,1370.3,2603.5,2125.4,132.8,26.6,165.3
39,male,152.8,107.2,115.9,muscle_gain,light,vegan,6.9,6,4,1837.6,2526.6,2864.6,223.0,314.0,79.6
41,female,155.7,71.4,79.2,muscle_gain,light,vegan,7.8,1,1,1320.8,1816.1,2097.6,161.0,232.2,58.3
23,female,176.4,61.7,59.9,endurance,active,keto,5.5,3,1,1443.6,2490.2,2707.8,169.2,33.8,210.6
38,female,166.5,65.8,67.4,endurance,moderate,vegetarian,6.3,10,4,1347.5,2088.6,2313.7,123.4,293.0,72.0
54,female,162.6,66.4,52.6,weight_loss,sedentary,vegan,5.6,6,1,1249.4,1499.2,1200.0,144.0,81.1,33.3
41,male,185.5,86.9,92.0,muscle_gain,active,vegetarian,7.5,7,6,1828.8,3154.6,3384.5,188.5,446.1,94.0
46,female,155.0,67.6,67.6,endurance,light,vegetarian,5.7,7,2,1253.9,1724.1,1880.6,127.9,210.6,58.5
29,male,178.6,82.5,82.5,maintenance,very_active,keto,8.9,6,1,1801.4,3422.7,3466.0,216.6,43.3,269.6
46,female,166.2,61.1,60.5,endurance,active,non_vegetarian,7.0,10,6,1258.3,2170.6,2439.1,115.0,324.0,75.9
41,female,154.4,71.2,58.6,weight_loss,very_active,vegan,5.8,3,4,1310.7,2490.4,2032.3,157.6,223.4,56.5
27,male,187.0,75.9,74.3,endurance,moderate,vegan,6.6,6,3,1797.8,2786.6,2997.8,121.6,417.9,93.3
28,male,176.1,62.7,68.7,muscle_gain,sedentary,non_vegetarian,7.3,2,1,1592.3,1910.8,2163.1,135.9,269.6,60.1
45,male,169.2,64.1,64.1,maintenance,very_active,vegetarian,8.2,7,1,1478.9,2809.8,2628.3,114.0,359.0,81.8
23,female,153.7,83.7,84.6,endurance,active,vegetarian,9.0,4,5,1521.9,2625.3,2910.9,148.0,375.9,90.6
23,male,194.0,91.7,90.8,endurance,light,non_vegetarian,6.0,3,4,2020.1,2777.6,2948.6,154.1,376.7,91.7
18,female,179.0,47.3,48.4,endurance,moderate,keto,6.8,4,6,1341.2,2078.9,2166.4,135.4,27.1,168.5
40,female,180.1,80.6,84.5,muscle_gain,active,vegetarian,6.9,10,4,1570.6,2709.3,3111.0,161.4,422.0,86.4
35,female,169.0,73.1,74.4,endurance,moderate,keto,8.5,10,2,1451.2,2249.3,2470.0,154.4,30.9,192.1
31,female,162.6,55.0,55.0,maintenance,very_active,non_vegetarian,6.1,7,3,1249.5,2374.1,2354.1,95.9,327.9,73.2
18,female,162.3,52.1,51.4,endurance,very_active,non_vegetarian,8.3,6,1,1284.8,2441.2,2553.7,87.7,372.1,79.4
31,male,187.1,90.9,100.6,muscle_gain,very_active,vegetarian,8.0,8,3,1928.2,3663.5,3824.4,194.4,522.8,106.2
20,male,183.5,64.2,64.7,endurance,active,non_vegetarian,7.8,7,4,1694.5,2923.0,3101.9,107.4,451.0,96.5
35,male,168.3,79.5,79.8,endurance,very_active,keto,7.4,7,5,1676.3,3185.0,3249.6,203.1,40.6,252.7
23,male,178.6,55.7,55.7,maintenance,very_active,vegetarian,6.4,6,2,1563.0,2969.6,3008.9,90.9,450.7,93.6
29,male,180.4,81.1,79.5,endurance,moderate,keto,5.8,4,5,1799.0,2788.4,3110.7,194.4,38.9,241.9
31,male,172.6,79.7,79.6,endurance,moderate,keto,7.9,9,2,1725.7,2674.8,2921.6,182.6,36.5,227.2
30,female,163.3,55.6,49.1,weight_loss,active,vegetarian,5.8,3,3,1265.3,2182.6,1649.2,126.6,182.7,45.8
18,female,175.2,49.1,49.1,maintenance,active,non_vegetarian,6.7,2,4,1335.0,2302.9,2255.1,86.2,319.6,70.2
22,female,169.3,60.5,60.5,maintenance,sedentary,vegan,8.0,1,3,1391.5,1669.8,1732.3,97.6,214.2,53.9
23,male,178.2,66.3,73.2,muscle_gain,light,non_vegetarian,7.0,8,2,1667.0,2292.1,2812.2,139.2,388.1,78.1
18,female,165.2,71.6,77.4,muscle_gain,light,keto,8.1,4,4,1497.4,2058.9,2438.8,152.4,30.5,189.7
28,female,162.1,64.5,63.3,endurance,sedentary,non_vegetarian,8.3,2,5,1357.3,1628.8,1820.7,117.8,210.0,56.6
39,male,193.7,70.2,74.6,muscle_gain,moderate,vegan,7.8,8,5,1722.5,2669.8,2895.7,142.8,400.2,80.4
29,female,181.1,54.4,54.7,endurance,very_active,keto,6.7,8,5,1369.2,2601.4,2939.2,183.7,36.7,228.6
46,male,171.6,86.0,86.0,maintenance,very_active,vegetarian,6.6,4,3,1707.0,3243.3,3401.7,154.9,457.5,105.8
26,male,174.4,69.9,76.5,muscle_gain,moderate,non_vegetarian,6.0,7,4,1663.4,2578.2,2839.1,148.6,383.6,78.9
23,male,166.2,78.5,78.7,endurance,very_active,non_vegetarian,6.0,6,4,1713.6,3255.8,3376.0,137.1,470.6,105.0
32,male,163.6,82.6,82.6,maintenance,sedentary,keto,6.0,7,5,1693.5,2032.2,2083.1,130.2,26.0,162.0
18,female,165.6,78.7,79.5,endurance,active,keto,7.1,3,1,1571.4,2710.7,2805.1,175.3,35.1,218.2
46,male,179.4,68.1,73.0,muscle_gain,moderate,vegetarian,6.1,8,5,1577.2,2444.7,2790.1,147.2,376.0,77.5
35,female,163.5,70.5,64.3,weight_loss,very_active,vegetarian,9.0,9,1,1390.7,2642.4,2083.2,152.5,238.0,57.9
31,female,153.1,62.7,70.9,muscle_gain,active,vegetarian,6.4,1,4,1267.6,2186.5,2467.7,137.7,325.1,68.5
22,female,171.7,77.1,77.1,maintenance,sedentary,keto,8.5,2,2,1572.8,1887.3,1921.8,120.1,24.0,149.5
19,male,173.5,95.0,95.0,maintenance,very_active,keto,6.1,3,2,1944.0,3693.6,3709.3,231.8,46.4,288.5
53,male,179.1,80.7,71.3,weight_loss,very_active,vegan,6.1,5,3,1666.6,3166.5,2641.7,175.8,319.5,73.4
31,female,161.9,72.5,58.5,weight_loss,light,keto,9.0,3,6,1421.1,1953.9,1495.7,93.5,18.7,116.3
22,male,165.4,52.3,61.1,muscle_gain,light,vegan,7.9,8,2,1451.4,1995.6,2381.4,116.5,329.9,66.2
18,female,147.9,68.7,67.0,endurance,active,keto,8.3,2,4,1360.2,2346.3,2736.8,171.1,34.2,212.9
29,female,168.9,65.0,65.0,maintenance,active,keto,6.6,1,6,1399.3,2413.7,2406.6,150.4,30.1,187.2
39,male,173.7,81.7,82.9,endurance,moderate,vegetarian,8.9,4,4,1712.9,2655.0,2882.6,140.5,378.3,89.7
23,female,169.9,61.9,61.9,maintenance,moderate,vegan,6.0,8,3,1405.2,2178.0,2128.6,109.2,274.0,66.2
35,male,168.8,78.4,75.2,weight_loss,sedentary,keto,8.8,3,4,1669.0,2002.8,1502.4,93.9,18.8,116.9
40,female,166.3,63.7,48.8,weight_loss,active,non_vegetarian,8.6,5,2,1315.5,2269.3,1812.7,144.8,195.0,50.4
43,female,166.9,64.1,60.1,weight_loss,moderate,vegan,7.8,1,4,1308.4,2028.0,1467.9,141.0,134.2,40.8
19,female,160.9,56.7,64.6,muscle_gain,active,vegetarian,7.2,3,5,1316.3,2270.5,2605.8,113.4,375.2,72.4
30,male,180.2,77.0,77.8,endurance,sedentary,vegetarian,9.0,7,6,1751.6,2101.9,2335.5,142.1,278.2,72.7
30,male,160.2,64.8,64.3,endurance,sedentary,non_vegetarian,5.9,6,3,1504.7,1805.7,1997.0,117.9,241.6,62.1
18,female,167.2,82.4,89.9,muscle_gain,active,non_vegetarian,5.7,10,1,1617.7,2790.5,3255.3,181.5,428.9,90.4
27,male,187.9,80.1,80.6,endurance,moderate,non_vegetarian,6.9,8,2,1845.3,2860.3,3029.3,131.8,413.6,94.2
23,male,173.6,72.6,62.5,weight_loss,light,vegetarian,8.9,6,2,1700.5,2338.2,1847.6,153.6,192.9,51.3
31,male,176.0,84.1,84.1,maintenance,sedentary,non_vegetarian,7.6,10,3,1791.3,2149.6,2226.4,148.5,252.2,69.3
39,male,164.1,42.2,42.2,maintenance,light,non_vegetarian,6.5,1,2,1258.2,1730.0,1778.5,77.0,243.2,55.3
18,female,161.4,50.0,50.0,endurance,sedentary,non_vegetarian,7.3,1,3,1257.5,1509.0,1616.6,88.9,202.1,50.3
35,female,168.3,57.1,62.7,muscle_gain,active,keto,7.9,8,1,1286.8,2219.7,2370.0,148.1,29.6,184.3
24,male,179.1,57.3,51.7,weight_loss,sedentary,vegan,8.8,7,5,1577.5,1893.1,1400.7,130.5,132.2,38.9
29,female,167.1,65.4,63.7,endurance,active,keto,7.4,10,2,1392.4,2402.0,2526.0,157.9,31.6,196.5
41,female,161.9,63.7,54.6,weight_loss,moderate,vegetarian,8.3,9,3,1282.5,1987.9,1446.3,131.3,139.8,40.2
25,female,156.8,61.9,50.1,weight_loss,moderate,keto,8.5,1,2,1313.3,2035.6,1614.4,100.9,20.2,125.6
18,male,163.1,98.6,99.0,endurance,sedentary,keto,5.7,3,1,1920.3,2304.3,2488.6,155.5,31.1,193.6
23,male,184.3,69.5,76.0,muscle_gain,sedentary,non_vegetarian,7.3,5,2,1737.2,2084.7,2568.0,146.2,335.4,71.3
36,female,159.6,89.9,98.3,muscle_gain,moderate,vegetarian,8.3,5,5,1555.3,2410.7,2710.5,180.6,327.6,75.3
37,male,178.4,96.2,96.2,maintenance,very_active,vegetarian,7.3,1,4,1897.2,3604.7,3773.6,168.2,511.1,117.4
30,male,170.0,84.4,84.4,maintenance,light,vegan,8.6,2,2,1761.7,2422.4,2373.1,154.6,272.6,73.8
50,male,177.1,72.9,69.3,weight_loss,sedentary,non_vegetarian,8.7,3,1,1590.7,1908.8,1416.6,153.8,111.9,39.3
18,female,156.2,78.4,84.3,muscle_gain,moderate,non_vegetarian,6.4,2,5,1509.3,2339.4,2636.4,173.7,320.7,73.2
19,female,166.8,78.2,73.0,weight_loss,very_active,vegetarian,8.9,7,1,1568.5,2980.2,2533.7,175.3,299.7,70.4
39,female,157.7,46.9,46.9,maintenance,moderate,vegan,7.1,6,2,1099.0,1703.5,1780.2,76.3,244.1,55.4
26,female,161.2,79.9,79.9,maintenance,very_active,non_vegetarian,7.6,8,2,1516.2,2880.7,2928.8,139.0,388.2,91.1
34,male,193.3,69.0,72.2,muscle_gain,sedentary,keto,7.4,1,3,1733.2,2079.8,2497.4,156.1,31.2,194.2
30,male,178.1,99.4,98.2,endurance,moderate,vegetarian,7.0,1,2,1962.4,3041.7,3291.1,188.4,404.0,102.4
35,female,170.5,59.6,45.8,weight_loss,sedentary,non_vegetarian,8.0,6,4,1325.9,1591.1,1200.0,128.5,96.6,33.3
19,male,160.3,106.8,96.2,weight_loss,very_active,non_vegetarian,7.6,1,4,1979.6,3761.1,3153.2,226.2,365.0,87.6
27,male,173.8,82.3,91.3,muscle_gain,moderate,vegan,6.9,6,3,1779.2,2757.8,3183.8,187.5,409.6,88.4
38,female,158.9,62.0,62.0,maintenance,light,vegetarian,6.0,10,1,1262.2,1735.5,1750.2,116.8,198.1,54.5
27,male,188.9,84.9,76.3,weight_loss,light,keto,6.9,9,3,1899.1,2611.3,2157.8,134.9,27.0,167.8
36,male,185.4,80.5,79.6,endurance,moderate,keto,5.9,3,6,1789.0,2773.0,2857.3,178.6,35.7,222.2
33,female,158.4,57.7,52.9,weight_loss,light,vegan,8.9,7,5,1240.8,1706.1,1227.3,127.7,102.4,34.1
42,male,176.2,82.3,82.3,maintenance,moderate,non_vegetarian,6.9,8,5,1719.3,2664.9,2801.0,132.4,371.9,87.1
32,male,196.8,85.9,73.3,weight_loss,active,vegetarian,5.5,4,2,1934.3,3336.6,2686.8,175.4,328.5,74.6
37,male,179.0,96.1,96.4,endurance,moderate,vegetarian,8.3,1,1,1899.6,2944.4,3207.9,161.2,416.2,99.8
28,male,166.2,75.1,76.7,endurance,light,vegetarian,6.7,1,4,1654.5,2275.0,2411.8,138.8,295.4,75.0
24,male,180.7,101.4,110.2,muscle_gain,very_active,keto,6.9,1,4,2028.2,3853.6,4253.4,265.8,53.2,330.8
18,female,166.1,78.4,87.8,muscle_gain,moderate,non_vegetarian,7.1,3,1,1570.8,2434.7,2733.8,163.3,349.4,75.9
28,male,176.1,67.0,67.0,maintenance,active,keto,8.6,8,1,1635.8,2821.8,2876.7,179.8,36.0,223.7
28,male,179.4,65.6,65.6,maintenance,active,non_vegetarian,7.7,9,2,1641.7,2832.0,2794.8,113.2,390.0,86.9
37,male,173.0,102.2,102.4,endurance,moderate,keto,7.2,10,5,1923.1,2980.9,3142.7,196.4,39.3,244.4
32,female,169.5,47.0,45.1,endurance,moderate,non_vegetarian,5.6,5,1,1208.3,1872.9,1963.4,83.6,269.8,61.1
18,female,171.8,57.4,57.4,maintenance,very_active,non_vegetarian,5.9,4,3,1396.8,2653.9,2857.5,108.6,405.8,88.9
24,male,177.5,99.6,105.1,muscle_gain,very_active,keto,8.4,3,2,1990.1,3781.2,4379.9,273.7,54.7,340.7
50,male,185.7,92.3,92.3,maintenance,moderate,vegetarian,6.7,10,5,1838.8,2850.1,2900.8,167.2,355.0,90.2
37,male,171.6,66.5,70.7,muscle_gain,active,vegan,5.7,10,2,1557.9,2687.4,3037.1,133.8,435.6,84.4
28,male,172.4,87.7,89.4,endurance,sedentary,vegan,6.0,3,3,1819.8,2183.8,2452.1,145.6,295.8,76.3
30,male,187.8,62.0,49.7,weight_loss,light,non_vegetarian,8.5,2,3,1649.0,2267.4,1757.2,139.7,189.8,48.8
22,female,149.9,63.0,56.1,weight_loss,moderate,vegan,8.1,7,6,1296.2,2009.1,1503.5,144.4,137.4,41.8
45,female,167.4,51.7,51.7,maintenance,light,vegan,7.6,3,4,1177.4,1619.0,1709.0,86.2,221.4,53.2
42,female,167.1,61.3,61.3,maintenance,light,non_vegetarian,8.8,10,4,1286.0,1768.3,1717.4,111.5,197.7,53.4
26,male,184.7,104.4,113.8,muscle_gain,very_active,vegan,6.3,10,1,2073.3,3939.2,4487.8,239.1,602.3,124.7
25,female,155.2,65.7,70.4,muscle_gain,moderate,vegetarian,6.1,2,6,1340.7,2078.0,2299.2,150.8,280.2,63.9
33,female,162.0,58.4,57.2,endurance,sedentary,vegan,6.7,2,6,1270.4,1524.4,1641.9,105.6,189.9,51.1
35,male,171.7,61.6,49.8,weight_loss,active,keto,8.9,7,4,1519.6,2621.3,1938.5,121.2,24.2,150.8
29,female,175.4,83.9,83.9,maintenance,very_active,keto,5.9,8,5,1629.6,3096.3,3053.9,190.9,38.2,237.5
23,male,179.8,64.0,72.6,muscle_gain,active,vegetarian,5.6,5,1,1653.7,2852.6,3231.6,128.6,477.2,89.8
37,male,185.8,76.6,76.6,maintenance,light,keto,6.1,2,5,1747.3,2402.6,2387.9,149.2,29.8,185.7
21,male,169.4,74.8,74.8,maintenance,very_active,keto,8.0,7,6,1706.9,3243.2,3278.9,204.9,41.0,255.0
39,male,169.6,98.9,97.3,endurance,light,vegetarian,6.2,9,6,1858.8,2555.9,2733.5,164.3,327.8,85.0
29,female,157.8,40.0,40.0,maintenance,moderate,non_vegetarian,6.9,9,4,1029.2,1595.2,1637.5,65.2,229.7,50.9
37,male,173.7,78.9,70.8,weight_loss,moderate,vegetarian,7.8,10,4,1695.3,2627.7,2160.7,164.8,240.4,60.0
18,male,171.8,89.1,84.1,weight_loss,sedentary,non_vegetarian,5.8,2,3,1879.7,2255.7,1689.6,186.0,130.9,46.9
32,female,153.5,69.6,68.0,endurance,active,vegan,6.1,7,3,1334.4,2301.8,2499.1,122.7,327.2,77.7
18,male,185.3,67.7,67.5,endurance,sedentary,vegan,8.4,10,1,1750.4,2100.5,2244.6,113.7,290.4,69.8
32,male,185.2,63.8,51.1,weight_loss,sedentary,vegan,8.1,4,5,1640.2,1968.3,1471.0,135.5,140.2,40.9
34,male,181.5,80.5,82.4,endurance,very_active,keto,7.9,8,5,1774.4,3371.3,3532.0,220.8,44.2,274.7
21,male,176.7,63.0,62.6,endurance,moderate,vegetarian,5.6,10,5,1634.2,2533.0,2493.5,116.9,331.9,77.6
34,male,183.2,44.9,30.5,weight_loss,active,non_vegetarian,6.2,4,2,1429.4,2465.7,1906.1,92.1,265.4,52.9
36,male,192.5,78.3,77.1,endurance,sedentary,keto,8.4,3,5,1810.8,2172.9,2321.1,145.1,29.0,180.5
28,female,172.6,56.2,56.2,maintenance,sedentary,vegetarian,6.9,6,3,1340.4,1608.5,1569.9,96.5,186.2,48.8
25,female,156.3,65.5,61.1,weight_loss,very_active,keto,6.0,10,5,1345.8,2556.9,2157.2,134.8,27.0,167.8
33,male,174.0,73.9,61.5,weight_loss,very_active,vegetarian,8.6,7,3,1666.5,3166.4,2541.4,167.0,309.5,70.6
38,female,162.5,61.8,59.9,endurance,very_active,keto,6.5,3,5,1282.7,2437.1,2889.7,180.6,36.1,224.8
32,female,157.7,58.9,47.6,weight_loss,active,vegan,7.2,5,3,1253.7,2162.6,1719.9,118.7,203.7,47.8
31,male,164.5,90.9,90.9,maintenance,moderate,vegan,7.2,2,2,1786.8,2769.5,2714.0,153.1,335.5,84.4
48,male,184.6,71.7,71.7,maintenance,active,vegan,7.0,2,2,1636.4,2822.8,2931.2,120.5,407.1,91.2
30,female,169.0,69.8,78.1,muscle_gain,active,keto,8.5,1,5,1443.2,2489.6,2767.5,173.0,34.6,215.2
23,male,184.2,73.3,68.7,weight_loss,moderate,keto,8.5,10,1,1774.6,2750.7,2223.4,139.0,27.8,172.9
20,male,179.4,106.9,111.6,muscle_gain,light,vegetarian,8.7,4,3,2094.9,2880.5,3127.1,228.4,357.9,86.9
30,female,172.9,63.0,63.5,endurance,very_active,keto,5.9,1,2,1400.0,2660.0,2898.8,181.2,36.2,225.5
19,female,166.0,61.8,60.5,endurance,very_active,keto,8.5,10,5,1399.0,2658.2,2942.7,183.9,36.8,228.9
41,female,181.1,71.0,71.0,maintenance,light,vegan,7.9,5,1,1475.6,2028.9,2048.8,129.6,239.3,63.7
31,female,160.5,68.1,54.8,weight_loss,light,non_vegetarian,7.9,5,6,1367.9,1880.9,1368.6,149.4,107.2,38.0
31,female,172.2,51.9,38.0,weight_loss,sedentary,keto,7.8,10,1,1279.6,1535.5,1200.0,75.0,15.0,93.3
43,male,175.1,48.3,48.3,maintenance,very_active,vegan,8.0,5,4,1367.0,2597.4,2550.0,87.6,371.5,79.3
42,female,162.8,52.0,52.0,maintenance,active,vegan,6.6,9,5,1166.8,2012.8,1982.3,86.6,270.1,61.7
38,female,166.8,61.1,51.4,weight_loss,sedentary,vegan,6.5,2,4,1303.0,1563.6,1200.0,133.1,92.0,33.3
26,male,168.6,100.6,100.6,maintenance,moderate,vegan,6.4,5,2,1935.0,2999.3,2970.3,187.0,347.7,92.4
42,male,188.2,92.0,99.6,muscle_gain,sedentary,keto,7.9,1,6,1890.8,2269.0,2585.1,161.6,32.3,201.1
34,female,162.8,53.2,53.2,maintenance,moderate,keto,6.9,1,5,1218.2,1888.3,1906.7,119.2,23.8,148.3
18,male,185.5,71.5,71.5,maintenance,light,keto,8.7,6,5,1789.3,2460.3,2475.2,154.7,30.9,192.5
32,female,161.2,71.0,76.1,muscle_gain,very_active,non_vegetarian,8.1,9,2,1396.8,2654.0,2961.2,152.0,403.1,82.3
38,female,153.6,65.5,59.8,weight_loss,light,vegan,7.0,6,3,1264.0,1738.0,1310.1,148.1,97.5,36.4
19,female,158.3,70.2,70.2,maintenance,active,vegetarian,8.5,10,5,1434.8,2475.0,2488.3,122.2,325.7,77.4
33,male,179.9,86.9,88.4,endurance,light,vegetarian,6.5,1,2,1833.3,2520.8,2811.4,149.0,357.0,87.5
34,male,174.1,87.4,97.3,muscle_gain,moderate,keto,8.6,8,2,1797.1,2785.5,3314.2,207.1,41.4,257.8
